date,Regional Price Parities,msa_state,city,title,id,frequency,seasonal_adjustment
2011-01-01,110.216,CA,Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2012-01-01,110.911,CA,Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2013-01-01,111.074,CA,Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2014-01-01,110.746,CA,Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2015-01-01,112.146,CA,Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2016-01-01,110.124,CA,Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2017-01-01,109.202,CA,Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2018-01-01,110.418,CA,Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2019-01-01,109.827,CA,Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2020-01-01,111.895,CA,Los Angeles,"Regional Price Parities: All Items for Los Angeles-Long Beach-Anaheim, CA (MSA)",RPPALL31080,Annual,Not Seasonally Adjusted
2008-01-01,89.898,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2009-01-01,88.006,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2010-01-01,93.791,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2011-01-01,93.875,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2012-01-01,90.633,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2013-01-01,93.098,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2014-01-01,91.929,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2015-01-01,97.074,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2016-01-01,94.644,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2017-01-01,91.355,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2018-01-01,94.613,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2019-01-01,92.369,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2020-01-01,92.170,WV,Morgantown,"Regional Price Parities: All Items for Morgantown, WV (MSA)",RPPALL34060,Annual,Not Seasonally Adjusted
2008-01-01,95.557,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2009-01-01,95.361,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2010-01-01,95.547,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2011-01-01,96.358,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2012-01-01,96.193,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2013-01-01,94.484,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2014-01-01,95.087,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2015-01-01,94.803,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2016-01-01,95.660,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2017-01-01,94.664,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2018-01-01,93.577,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2019-01-01,93.632,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2020-01-01,93.354,SC,Myrtle Beach,"Regional Price Parities: All Items for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",RPPALL34820,Annual,Not Seasonally Adjusted
2008-01-01,116.622,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2009-01-01,112.944,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2010-01-01,112.207,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2011-01-01,110.688,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2012-01-01,109.820,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2013-01-01,111.582,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2014-01-01,113.597,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2015-01-01,112.227,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2016-01-01,113.581,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2017-01-01,118.884,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2018-01-01,112.722,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2019-01-01,111.537,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2020-01-01,111.431,CA,Napa,"Regional Price Parities: All Items for Napa, CA (MSA)",RPPALL34900,Annual,Not Seasonally Adjusted
2008-01-01,112.925,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2009-01-01,114.446,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2010-01-01,112.904,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2011-01-01,114.312,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2012-01-01,113.663,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2013-01-01,113.174,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2014-01-01,113.119,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2015-01-01,113.158,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2016-01-01,113.445,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2017-01-01,113.333,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2018-01-01,114.391,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2019-01-01,114.716,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2020-01-01,115.475,NY,New York,"Regional Price Parities: All Items for New York-Newark-Jersey City, NY-NJ-PA (MSA)",RPPALL35620,Annual,Not Seasonally Adjusted
2008-01-01,95.789,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2009-01-01,98.650,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2010-01-01,97.652,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2011-01-01,99.483,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2012-01-01,99.479,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2013-01-01,97.715,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2014-01-01,97.573,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2015-01-01,95.829,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2016-01-01,95.406,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2017-01-01,97.989,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2018-01-01,95.759,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2019-01-01,97.354,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2020-01-01,95.225,UT,Ogden,"Regional Price Parities: All Items for Ogden-Clearfield, UT (MSA)",RPPALL36260,Annual,Not Seasonally Adjusted
2008-01-01,89.881,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2009-01-01,95.069,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2010-01-01,92.895,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2011-01-01,96.478,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2012-01-01,94.448,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2013-01-01,93.495,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2014-01-01,91.964,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2015-01-01,91.747,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2016-01-01,92.939,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2017-01-01,94.277,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2018-01-01,89.222,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2019-01-01,92.299,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2020-01-01,90.227,CO,Pueblo,"Regional Price Parities: All Items for Pueblo, CO (MSA)",RPPALL39380,Annual,Not Seasonally Adjusted
2008-01-01,98.254,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2009-01-01,96.847,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2010-01-01,98.758,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2011-01-01,98.088,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2012-01-01,98.716,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2013-01-01,96.604,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2014-01-01,97.770,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2015-01-01,98.798,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2016-01-01,98.249,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2017-01-01,100.127,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2018-01-01,98.289,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2019-01-01,96.545,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2020-01-01,96.628,FL,Punta Gorda,"Regional Price Parities: All Items for Punta Gorda, FL (MSA)",RPPALL39460,Annual,Not Seasonally Adjusted
2008-01-01,96.897,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2009-01-01,96.190,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2010-01-01,93.718,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2011-01-01,94.106,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2012-01-01,93.753,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2013-01-01,93.103,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2014-01-01,93.541,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2015-01-01,92.903,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2016-01-01,93.132,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2017-01-01,91.503,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2018-01-01,91.802,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2019-01-01,93.138,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2020-01-01,91.590,IL,Rockford,"Regional Price Parities: All Items for Rockford, IL (MSA)",RPPALL40420,Annual,Not Seasonally Adjusted
2008-01-01,104.255,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2009-01-01,109.579,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2010-01-01,106.229,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2011-01-01,107.630,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2012-01-01,107.991,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2013-01-01,107.677,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2014-01-01,108.432,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2015-01-01,108.575,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2016-01-01,108.005,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2017-01-01,109.153,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2018-01-01,103.706,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2019-01-01,102.774,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2020-01-01,103.804,NJ,Trenton,"Regional Price Parities: All Items for Trenton, NJ (MSA)",RPPALL45940,Annual,Not Seasonally Adjusted
2008-01-01,94.654,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2009-01-01,94.036,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2010-01-01,94.133,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2011-01-01,92.981,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2012-01-01,93.443,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2013-01-01,94.099,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2014-01-01,93.501,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2015-01-01,92.430,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2016-01-01,93.164,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2017-01-01,91.847,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2018-01-01,92.070,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2019-01-01,92.618,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
2020-01-01,91.934,KS,Wichita,"Regional Price Parities: All Items for Wichita, KS (MSA)",RPPALL48620,Annual,Not Seasonally Adjusted
